IdNumber,Name,Province,EstablishedDate,ClosingDate,PageError,ParsingError
10698,Janow Corners,Saskatchewan,1913-10-01T00:00:00Z,1965-05-31T00:00:00Z,,
10699,Joeville,Saskatchewan,1921-08-15T00:00:00Z,,,
10700,Jonesville,Saskatchewan,1910-06-01T00:00:00Z,,,
10701,Kelfield,Saskatchewan,1909-09-01T00:00:00Z,,,
10702,Newfield,Ontario,1912-11-01T00:00:00Z,1937-01-30T00:00:00Z,,
10703,New Flos,Ontario,1889-02-01T00:00:00Z,1928-07-31T00:00:00Z,,
10704,Newholm,Ontario,1878-12-01T00:00:00Z,1952-11-29T00:00:00Z,,
10705,New Hope,Ontario,1851-05-06T00:00:00Z,,,
10706,Newland,Ontario,1852-10-06T00:00:00Z,,,
10707,Kakabeka,Ontario,1902-05-12T00:00:00Z,,,
10708,Kalmar,Ontario,1898-09-01T00:00:00Z,1900-10-06T00:00:00Z,,
10709,Kalmar,Ontario,1907-03-01T00:00:00Z,1909-01-31T00:00:00Z,,
10710,Kaministiquia,Ontario,1876-01-01T00:00:00Z,1876-05-01T00:00:00Z,,
10711,Kanata,Ontario,1966-12-01T00:00:00Z,,,
10712,Kanyengeh,Ontario,1909-05-01T00:00:00Z,1931-06-08T00:00:00Z,,
10713,Kasshabog Lake,Ontario,1959-06-25T00:00:00Z,,,
10714,Katesville,Ontario,1837-01-01T00:00:00Z,1869-05-30T00:00:00Z,,
10715,Katrine,Ontario,1877-06-01T00:00:00Z,1908-10-20T00:00:00Z,,
10716,Keady,Ontario,1869-01-01T00:00:00Z,1914-01-17T00:00:00Z,,
10717,Keenansville,Ontario,1855-07-01T00:00:00Z,1914-11-30T00:00:00Z,,
10718,Lennox,Ontario,1872-04-01T00:00:00Z,1880-06-30T00:00:00Z,,
10719,Lepage,Ontario,1928-06-11T00:00:00Z,1928-12-01T00:00:00Z,,
10720,Leslie,Ontario,1868-08-01T00:00:00Z,1896-02-15T00:00:00Z,,
10721,Les Mesnuls,Ontario,1888-01-01T00:00:00Z,,,
10722,Letterkenny,Ontario,1877-10-01T00:00:00Z,1958-02-12T00:00:00Z,,
10723,Levesgueville,Ontario,1895-06-01T00:00:00Z,,,
10724,Lewisham,Ontario,1882-02-01T00:00:00Z,1927-09-30T00:00:00Z,,
10725,Lidcote,Ontario,1882-05-01T00:00:00Z,1891-01-31T00:00:00Z,,
10726,Lieury,Ontario,1871-12-01T00:00:00Z,1913-11-01T00:00:00Z,,
10727,Lifford,Ontario,1854-02-01T00:00:00Z,1914-03-31T00:00:00Z,,
10729,Lillies,Ontario,1907-03-25T00:00:00Z,1913-08-31T00:00:00Z,,
10730,Lillie's Mill,Ontario,1900-05-01T00:00:00Z,1902-03-22T00:00:00Z,,
10731,Lily Lake,Ontario,1880-05-01T00:00:00Z,1917-03-31T00:00:00Z,,
10732,Mayfield,Ontario,1853-07-01T00:00:00Z,1915-06-30T00:00:00Z,,
10733,Mayne,Ontario,1856-06-01T00:00:00Z,1868-05-15T00:00:00Z,,
10734,Mead,Ontario,1940-07-09T00:00:00Z,1969-12-31T00:00:00Z,,
10735,Mechanicsville,Ontario,1887-09-01T00:00:00Z,1891-02-01T00:00:00Z,,
10736,Medina,Ontario,1862-11-01T00:00:00Z,1913-06-01T00:00:00Z,,
10737,Medora Lake,Ontario,1908-07-01T00:00:00Z,1945-03-31T00:00:00Z,,
10738,Melcombe,Ontario,1894-04-01T00:00:00Z,1912-09-30T00:00:00Z,,
10739,Melissa,Ontario,1873-09-01T00:00:00Z,1891-10-01T00:00:00Z,,
10740,Melville,Ontario,1848-01-22T00:00:00Z,1918-05-15T00:00:00Z,,
10741,Newmanville,Ontario,1892-11-01T00:00:00Z,,,
10742,New Park,Ontario,1883-07-01T00:00:00Z,1914-04-30T00:00:00Z,,
10743,Kelvington,Saskatchewan,1906-09-01T00:00:00Z,,,
10744,Montréal Sub no.208 P.2,Quebec,1961-09-05T00:00:00Z,1965-07-14T00:00:00Z,,
10745,Iberville,Quebec,1851-10-06T00:00:00Z,,,
10746,Mont St. Michel,Quebec,1912-11-01T00:00:00Z,,,
10747,Mould Bay,Quebec,1949-04-20T00:00:00Z,,,
10748,Picardie,Quebec,1909-03-01T00:00:00Z,,,
10750,Rigaud,Quebec,1835-10-06T00:00:00Z,,,
10751,Ville de Laval Sub no.3,Quebec,1876-03-01T00:00:00Z,,,
10752,Ville de Laval Sub no.22,Quebec,1962-07-16T00:00:00Z,1964-05-27T00:00:00Z,,
10753,Ville de Laval Sub no.35,Quebec,1962-02-26T00:00:00Z,1962-07-03T00:00:00Z,,
10754,La Corey,Alberta,1917-12-01T00:00:00Z,,,
10755,McCabe Creek,Yukon Territory,1953-12-05T00:00:00Z,1969-08-30T00:00:00Z,,
10756,Mayo,Yukon Territory,1914-06-19T00:00:00Z,,,
10757,Johnston's River,Prince Edward Island,1874-07-01T00:00:00Z,,,
10758,Khedive,Saskatchewan,1910-11-01T00:00:00Z,,,
10759,Killdeer,Saskatchewan,1919-04-01T00:00:00Z,,,
10760,Redbridge,Ontario,1925-10-13T00:00:00Z,,,
10761,Tartigou,Quebec,1911-09-11T00:00:00Z,1933-03-15T00:00:00Z,,
10762,Taschereau,Quebec,1907-06-01T00:00:00Z,,,
10763,Roxboro-Sub no. 3,Quebec,1961-08-14T00:00:00Z,1967-07-06T00:00:00Z,,
10764,Québec Sub no.12,Quebec,1934-03-16T00:00:00Z,,,
10765,Roxboro-Sub no. 7,Quebec,1874-01-01T00:00:00Z,,,
10766,Roxton Falls,Quebec,1852-01-06T00:00:00Z,,,
10767,Thetford Est,Quebec,1939-07-24T00:00:00Z,,,
10768,St. Bruno Lac St. Jean,Quebec,1883-08-01T00:00:00Z,,,
10769,St. Casimir,Quebec,1852-03-06T00:00:00Z,,,
10770,Mathieu,Quebec,1900-11-01T00:00:00Z,,,
10771,Plage Chartrand,Quebec,1951-06-15T00:00:00Z,1959-10-24T00:00:00Z,,
10772,Plaisance,Quebec,1882-02-01T00:00:00Z,,,
10773,Plessisville Station,Quebec,1902-04-01T00:00:00Z,,,
10774,New Aklavik,Northwest Territories,1958-05-19T00:00:00Z,,,
10775,Kinkora,Prince Edward Island,1874-07-01T00:00:00Z,,,
10777,Lower Montague,Prince Edward Island,1886-07-01T00:00:00Z,1946-05-31T00:00:00Z,,
10778,Marie Bridge,Prince Edward Island,1868-07-01T00:00:00Z,,,
10779,Moosomin,Saskatchewan,1882-11-01T00:00:00Z,,,
10780,Nault,Saskatchewan,1925-10-01T00:00:00Z,1930-11-15T00:00:00Z,,
10781,North Battleford Sub No.1,Saskatchewan,1966-11-08T00:00:00Z,1974-06-28T00:00:00Z,,
10782,Sudbury,Ontario,1883-04-01T00:00:00Z,,,
10783,Milliken,Ontario,1859-04-01T00:00:00Z,,,
10784,Newport,Ontario,1853-06-01T00:00:00Z,1941-03-31T00:00:00Z,,
10785,New Ross,Ontario,1867-03-01T00:00:00Z,1909-05-13T00:00:00Z,,
10786,Newry,Ontario,1861-10-01T00:00:00Z,1914-05-31T00:00:00Z,,
10787,Newry Station,Ontario,1876-04-01T00:00:00Z,,,
10788,New Scotland,Ontario,1906-08-01T00:00:00Z,1914-01-31T00:00:00Z,,
10789,New Toronto,Ontario,1892-05-01T00:00:00Z,1929-06-04T00:00:00Z,,
10790,Newtown,Ontario,1853-01-06T00:00:00Z,,,
10791,Neys,Ontario,1944-06-05T00:00:00Z,1953-12-14T00:00:00Z,,
10792,Keelerville,Ontario,1900-05-01T00:00:00Z,1918-06-30T00:00:00Z,,
10793,Keewatin,Ontario,1879-09-01T00:00:00Z,,,
10794,Keith,Ontario,1857-03-01T00:00:00Z,1862-02-25T00:00:00Z,,
10795,Keldon,Ontario,1884-09-01T00:00:00Z,1914-11-30T00:00:00Z,,
10796,Kellars' Bridge,Ontario,1860-05-01T00:00:00Z,1861-09-01T00:00:00Z,,
10797,Kells,Ontario,1887-09-01T00:00:00Z,1917-06-15T00:00:00Z,,
10798,Kellsite,Ontario,1908-10-16T00:00:00Z,1913-07-30T00:00:00Z,,
10799,Kelso,Ontario,1885-01-01T00:00:00Z,1951-07-03T00:00:00Z,,
10800,Kemptville Junction,Ontario,1907-02-01T00:00:00Z,,,
10801,Kempton,Ontario,1907-02-01T00:00:00Z,,,
10802,Kenneyville,Ontario,1885-11-01T00:00:00Z,1895-02-01T00:00:00Z,,
10803,Kennicott,Ontario,1890-08-01T00:00:00Z,1892-08-27T00:00:00Z,,
10804,Kennoway,Ontario,1880-03-01T00:00:00Z,,,
10805,Kenora Sub #1,Ontario,1953-01-13T00:00:00Z,1957-08-31T00:00:00Z,,
10806,Lily Oak,Ontario,1881-08-01T00:00:00Z,1913-10-31T00:00:00Z,,
10807,Lime Bank,Ontario,1886-09-01T00:00:00Z,1913-03-19T00:00:00Z,,
10808,Lime Lake,Ontario,1859-02-01T00:00:00Z,1913-11-30T00:00:00Z,,
10809,Limoges,Ontario,1907-05-22T00:00:00Z,1913-06-30T00:00:00Z,,
10810,Linden Bank,Ontario,1908-10-08T00:00:00Z,1911-06-19T00:00:00Z,,
10811,Linden Valley,Ontario,1879-07-01T00:00:00Z,1915-03-31T00:00:00Z,,
10812,Lindenwood,Ontario,1885-10-01T00:00:00Z,1914-10-31T00:00:00Z,,
10813,Lingman Lake,Ontario,1949-07-02T00:00:00Z,1950-03-25T00:00:00Z,,
10814,Lisadel,Ontario,1855-04-01T00:00:00Z,,,
10815,Lisbon,Ontario,1856-05-01T00:00:00Z,1916-03-01T00:00:00Z,,
10816,Lisgar,Ontario,1871-08-01T00:00:00Z,1873-04-01T00:00:00Z,,
10817,Little Creek,Ontario,1909-11-01T00:00:00Z,1914-02-28T00:00:00Z,,
10818,Little Forks,Ontario,1892-01-01T00:00:00Z,1893-04-30T00:00:00Z,,
10819,Little Long Rapids,Ontario,1960-11-24T00:00:00Z,1966-07-15T00:00:00Z,,
10820,Little Rapids,Ontario,1863-07-01T00:00:00Z,1870-06-30T00:00:00Z,,
10821,Melvin,Ontario,1907-03-01T00:00:00Z,1913-02-14T00:00:00Z,,
10822,Menomonee,Ontario,1877-09-01T00:00:00Z,1892-12-31T00:00:00Z,,
10824,Merritt,Ontario,1880-06-01T00:00:00Z,1897-03-31T00:00:00Z,,
10825,Nottawa,Ontario,1854-06-01T00:00:00Z,,,
10826,Oakville - Bronte,Ontario,1851-06-06T00:00:00Z,,,
10827,Thetford Mines Sub no. 3,Quebec,1916-04-01T00:00:00Z,1954-06-08T00:00:00Z,,
10828,Ste. Sophie de Lévrard,Quebec,1875-06-01T00:00:00Z,,,
10829,St. Stanislas de Kostka,Quebec,1856-08-01T00:00:00Z,,,
10830,St. Nicholas Station,Quebec,1882-04-01T00:00:00Z,,,
10831,St. Charles de Stanbridge,Quebec,1867-07-01T00:00:00Z,,,
10832,Ste. Claire d'Assise,Quebec,1932-07-18T00:00:00Z,1942-09-30T00:00:00Z,,
10833,Ste. Clothide de Châteauguay,Quebec,1887-02-01T00:00:00Z,,,
10835,St. Cyrille de l'Islet,Quebec,1854-04-01T00:00:00Z,,,
10836,St. Denis de Brompton,Quebec,1922-12-01T00:00:00Z,,,
10837,North Makwa,Saskatchewan,1926-02-16T00:00:00Z,1957-06-29T00:00:00Z,,
10838,Tugaske,Saskatchewan,1908-01-01T00:00:00Z,,,
10839,Woodrow,Saskatchewan,1909-06-01T00:00:00Z,,,
10840,Winnipeg-North Kildonan,Manitoba,1939-09-01T00:00:00Z,,,
10841,Lakesend,Alberta,1910-11-15T00:00:00Z,,,
10842,Silver Water,Ontario,1883-08-01T00:00:00Z,,,
10843,Orono,Ontario,1852-07-06T00:00:00Z,,,
10844,Port Credit Sub #9,Ontario,1956-06-01T00:00:00Z,,,
10845,Setting Lake,Manitoba,1921-04-01T00:00:00Z,,,
10846,Shadeland,Manitoba,1877-06-01T00:00:00Z,1916-01-31T00:00:00Z,,
10847,St. Pamphile,Quebec,1865-04-01T00:00:00Z,,,
10849,St. Timothée,Quebec,1851-09-06T00:00:00Z,,,
10850,St. Ubalde,Quebec,1874-02-01T00:00:00Z,,,
10851,Little Métis Beach,Quebec,1859-05-01T00:00:00Z,,,
10852,St. Edmond de Berthier,Quebec,1891-08-01T00:00:00Z,1957-02-28T00:00:00Z,,
10853,Beaton Road,Prince Edward Island,1909-07-15T00:00:00Z,1925-10-31T00:00:00Z,,
10854,Bedford Station,Prince Edward Island,1904-08-01T00:00:00Z,1969-02-17T00:00:00Z,,
10855,Bridgetown,Prince Edward Island,1896-07-01T00:00:00Z,,,
10856,Cable Head West,Prince Edward Island,1893-12-01T00:00:00Z,1913-08-31T00:00:00Z,,
10857,Alexandra Fiord,Northwest Territories,1953-08-18T00:00:00Z,1963-09-03T00:00:00Z,,
10858,Leaman,Alberta,1912-06-01T00:00:00Z,,,
10859,Leicester,Alberta,1930-12-20T00:00:00Z,1932-01-08T00:00:00Z,,
10860,Lethbridge,Alberta,1885-10-01T00:00:00Z,,,
10861,Liberty,Alberta,1910-08-15T00:00:00Z,,,
10862,Lignite,Alberta,1903-08-15T00:00:00Z,1914-06-22T00:00:00Z,,
10863,Rossburn,Manitoba,1880-08-01T00:00:00Z,,,
10865,Kronau,Saskatchewan,1900-07-01T00:00:00Z,,,
10866,Merritton,Ontario,1862-01-01T00:00:00Z,,,
10867,Merrittsville,Ontario,1849-08-06T00:00:00Z,,,
10868,Mersea,Ontario,1835-10-06T00:00:00Z,1839-01-06T00:00:00Z,,
10869,Merton,Ontario,1852-02-06T00:00:00Z,1859-08-03T00:00:00Z,,
10870,Merton,Ontario,1883-12-01T00:00:00Z,1918-03-31T00:00:00Z,,
10871,Metropolitan,Ontario,1875-05-01T00:00:00Z,1913-11-01T00:00:00Z,,
10872,Meyersburgh,Ontario,1856-05-01T00:00:00Z,1858-03-01T00:00:00Z,,
10873,Micaville,Ontario,1865-04-01T00:00:00Z,,,
10874,Nezah,Ontario,1935-09-02T00:00:00Z,1942-12-31T00:00:00Z,,
10875,Niagara Falls - Sub #1,Ontario,1950-06-01T00:00:00Z,1955-07-26T00:00:00Z,,
10876,Niagara Falls - Sub #5,Ontario,1955-01-03T00:00:00Z,1955-10-31T00:00:00Z,,
10877,Nickeldale,Ontario,1950-05-22T00:00:00Z,,,
10878,Nickelton,Ontario,1910-03-18T00:00:00Z,,,
10879,Nickelton,Ontario,1913-07-01T00:00:00Z,1926-08-31T00:00:00Z,,
10880,Nicksville,Ontario,1874-11-01T00:00:00Z,,,
10881,Nicolston,Ontario,1866-08-01T00:00:00Z,1913-10-31T00:00:00Z,,
10882,Niddrie,Ontario,1953-12-18T00:00:00Z,1960-08-15T00:00:00Z,,
10883,Night Hawk Centre,Ontario,1936-09-01T00:00:00Z,1961-11-06T00:00:00Z,,
10884,Nissouri,Ontario,1853-02-06T00:00:00Z,1884-06-20T00:00:00Z,,
10885,Nithburg,Ontario,1852-04-06T00:00:00Z,1913-07-12T00:00:00Z,,
10886,Niweme,Ontario,1922-06-15T00:00:00Z,1948-08-31T00:00:00Z,,
10887,Kensal Park,Ontario,1951-05-01T00:00:00Z,,,
10888,Kensington,Ontario,1880-11-01T00:00:00Z,1901-01-21T00:00:00Z,,
10889,Kensington Point,Ontario,1917-08-28T00:00:00Z,1917-10-30T00:00:00Z,,
10890,Kent Centre,Ontario,1903-01-16T00:00:00Z,1918-06-30T00:00:00Z,,
10891,Kentvale,Ontario,1901-04-20T00:00:00Z,,,
10892,Kentvale,Ontario,1912-12-10T00:00:00Z,1928-04-04T00:00:00Z,,
10893,Kenyon,Ontario,1848-07-06T00:00:00Z,,,
10894,Kerrville,Ontario,1836-04-06T00:00:00Z,,,
10895,St. Isidore de Prescott,Ontario,1863-02-01T00:00:00Z,,,
10896,Keswick Sub #2,Ontario,1962-05-01T00:00:00Z,1967-12-01T00:00:00Z,,
10897,Kettleby Mills,Ontario,1851-08-06T00:00:00Z,,,
10898,Keward,Ontario,1899-07-01T00:00:00Z,1913-05-31T00:00:00Z,,
10899,Key Harbour,Ontario,1937-07-27T00:00:00Z,1960-11-19T00:00:00Z,,
10900,Littlewood,Ontario,1885-11-01T00:00:00Z,1913-03-01T00:00:00Z,,
10901,Living Spring,Ontario,1885-05-01T00:00:00Z,1914-11-01T00:00:00Z,,
10902,Livingstone,Ontario,1875-08-01T00:00:00Z,1876-03-31T00:00:00Z,,
10903,Livingstone Creek,Ontario,1896-07-01T00:00:00Z,1921-06-13T00:00:00Z,,
10905,Lobo Station,Ontario,1855-01-01T00:00:00Z,,,
10906,Lochalsh,Ontario,1875-05-01T00:00:00Z,1915-06-30T00:00:00Z,,
10907,Lac Vert,Saskatchewan,1909-02-02T00:00:00Z,,,
10908,Lake Four,Saskatchewan,1939-09-01T00:00:00Z,1956-06-15T00:00:00Z,,
10909,Québec Sub no.53,Quebec,1967-11-06T00:00:00Z,,,
10910,Thornby,Quebec,1860-11-01T00:00:00Z,1968-04-15T00:00:00Z,,
10911,St. Victor Station,Quebec,1899-08-01T00:00:00Z,,,
10912,St. Philippe de Chester,Quebec,1887-10-01T00:00:00Z,1950-08-10T00:00:00Z,,
10913,St. Zénon,Quebec,1870-08-01T00:00:00Z,1875-03-01T00:00:00Z,,
10914,Ste. Philomène de Fortierville,Quebec,1885-01-01T00:00:00Z,,,
10915,Alert,Northwest Territories,1950-04-30T00:00:00Z,,,
10921,Miminegash,Prince Edward Island,1894-07-01T00:00:00Z,,,
10922,Newtown Cross,Prince Edward Island,1884-08-01T00:00:00Z,1965-08-13T00:00:00Z,,
10923,Nine Mile Creek,Prince Edward Island,1874-07-01T00:00:00Z,,,
10924,Whitehorse,Yukon Territory,1900-06-01T00:00:00Z,,,
10925,North Portal,Saskatchewan,1894-08-01T00:00:00Z,,,
10926,Pengam,Saskatchewan,1910-11-01T00:00:00Z,,,
10927,Lakenheath,Saskatchewan,1911-09-01T00:00:00Z,1922-10-31T00:00:00Z,,
10928,La Loche,Saskatchewan,1926-07-10T00:00:00Z,,,
10929,St. Pierre d'Orleans,Quebec,1852-03-06T00:00:00Z,,,
10930,St. Prosper de Dorchester,Quebec,1882-06-01T00:00:00Z,,,
10932,Newport,Quebec,1871-09-01T00:00:00Z,,,
10933,Loutre Dam,Quebec,1916-12-25T00:00:00Z,1917-11-30T00:00:00Z,,
10937,Country Road,Newfoundland,1950-10-19T00:00:00Z,,,
10940,Newington,Ontario,1862-10-01T00:00:00Z,,,
10942,Dunkin,Quebec,1865-02-01T00:00:00Z,1969-10-01T00:00:00Z,,
10943,Lachine Sub no. 13,Quebec,1952-01-14T00:00:00Z,1965-04-10T00:00:00Z,,
10944,Lachine Sub no. 16,Quebec,1887-06-01T00:00:00Z,1959-04-22T00:00:00Z,,
10945,Cantal,Saskatchewan,1904-04-01T00:00:00Z,1923-10-31T00:00:00Z,,
10948,Loch Garry,Ontario,1860-05-01T00:00:00Z,1898-06-30T00:00:00Z,,
10950,Lochinvar,Ontario,1868-07-01T00:00:00Z,1875-06-01T00:00:00Z,,
10951,Loch Winnoch,Ontario,1875-07-01T00:00:00Z,1913-04-15T00:00:00Z,,
10952,Lockerby,Ontario,1857-08-01T00:00:00Z,,,
10953,Michipicoten Harbour,Ontario,1899-09-20T00:00:00Z,1903-10-01T00:00:00Z,,
10954,Michipicoten River,Ontario,1865-08-06T00:00:00Z,1896-08-01T00:00:00Z,,
10955,Michipicoten Island,Ontario,1881-09-01T00:00:00Z,1885-10-01T00:00:00Z,,
10956,Mickle,Ontario,1908-05-01T00:00:00Z,1913-01-15T00:00:00Z,,
10958,Midford,Ontario,1884-09-01T00:00:00Z,1927-05-31T00:00:00Z,,
10959,Midlothian Wharf,Ontario,1909-06-21T00:00:00Z,1934-08-31T00:00:00Z,,
10960,Nober,Ontario,1877-12-01T00:00:00Z,1881-07-01T00:00:00Z,,
10961,Nogies Creek,Ontario,1905-11-01T00:00:00Z,1964-10-14T00:00:00Z,,
10962,Norman - Kenora,Ontario,1886-10-01T00:00:00Z,1959-09-30T00:00:00Z,,
10963,Normanby,Ontario,1855-05-01T00:00:00Z,,,
10964,Normanby,Ontario,1847-10-06T00:00:00Z,,,
10965,Normanhurst,Ontario,1923-05-21T00:00:00Z,1929-02-15T00:00:00Z,,
10966,Normanton,Ontario,1854-09-01T00:00:00Z,,,
10967,North Adjala,Ontario,1851-08-06T00:00:00Z,1870-04-01T00:00:00Z,,
10969,North Barton,Ontario,1888-04-01T00:00:00Z,1893-03-31T00:00:00Z,,
10970,North Bay Sub #4,Ontario,1958-07-02T00:00:00Z,1960-08-05T00:00:00Z,,
10971,North Branch,Ontario,1880-09-01T00:00:00Z,1908-06-30T00:00:00Z,,
10972,Key Junction,Ontario,1915-03-01T00:00:00Z,1947-11-29T00:00:00Z,,
10973,Keyser,Ontario,1864-08-01T00:00:00Z,1892-07-01T00:00:00Z,,
10974,Keystone Camps,Ontario,1935-07-01T00:00:00Z,1970-01-08T00:00:00Z,,
10975,Kiawanna Beach,Ontario,1939-06-15T00:00:00Z,1971-09-15T00:00:00Z,,
10976,Kilbirnie,Ontario,1908-03-01T00:00:00Z,1913-01-15T00:00:00Z,,
10977,Killanora,Ontario,1851-01-01T00:00:00Z,1851-01-01T00:00:00Z,,
10978,Killean,Ontario,1865-03-01T00:00:00Z,1912-08-07T00:00:00Z,,
10979,Killerby,Ontario,1871-11-01T00:00:00Z,1875-11-01T00:00:00Z,,
10980,Kilmanagh,Ontario,1858-06-01T00:00:00Z,1913-08-05T00:00:00Z,,
10981,Locksley,Ontario,1869-03-01T00:00:00Z,1880-01-01T00:00:00Z,,
10982,Locksley Station,Ontario,1900-10-01T00:00:00Z,1914-12-26T00:00:00Z,,
10983,Lockville,Ontario,1873-07-01T00:00:00Z,1885-06-23T00:00:00Z,,
10984,Locust Hill,Ontario,1886-06-01T00:00:00Z,,,
10985,Lodore,Ontario,1897-07-01T00:00:00Z,1928-07-31T00:00:00Z,,
10986,Logierait,Ontario,1863-11-01T00:00:00Z,1913-02-28T00:00:00Z,,
10987,London - Broughdale - Sub,Ontario,1926-10-07T00:00:00Z,1949-04-30T00:00:00Z,,
10989,Digby,Nova Scotia,1784-01-01T00:00:00Z,,,
10990,Diligent River,Nova Scotia,1870-12-01T00:00:00Z,,,
10991,Mount Zion,Nova Scotia,1900-05-01T00:00:00Z,1906-10-31T00:00:00Z,,
10992,Mull River,Nova Scotia,1870-09-01T00:00:00Z,,,
10993,Petawawa MPO 305,Ontario,1940-05-22T00:00:00Z,1946-02-28T00:00:00Z,,
10994,Rivers MPO 1006,Manitoba,1942-03-23T00:00:00Z,1945-09-15T00:00:00Z,,
10995,RCAF Station Rockcliffe,Ontario,1940-06-10T00:00:00Z,1957-12-02T00:00:00Z,,
10996,Villefranche,Saskatchewan,1910-05-01T00:00:00Z,1929-04-30T00:00:00Z,,
10997,Wallwort,Saskatchewan,1935-07-01T00:00:00Z,1964-08-27T00:00:00Z,,
10998,North Lancaster,Ontario,1846-03-06T00:00:00Z,,,
10999,Osgoode,Ontario,1880-09-01T00:00:00Z,,,
11001,Picton,Ontario,1821-01-01T00:00:00Z,,,
11003,Marconi,Nova Scotia,1946-08-15T00:00:00Z,,,
11004,Margaree,Nova Scotia,1877-03-01T00:00:00Z,,,
11006,Newtonville,Nova Scotia,1887-02-15T00:00:00Z,1954-08-25T00:00:00Z,,
11007,Barrett Lake,British Columbia,1915-02-01T00:00:00Z,1957-03-23T00:00:00Z,,
11008,Portuguese Cove,Nova Scotia,1895-11-01T00:00:00Z,,,
11009,Port Wallis,Nova Scotia,1936-04-01T00:00:00Z,,,
11010,Murray Crossing,Nova Scotia,1914-07-01T00:00:00Z,1915-06-30T00:00:00Z,,
11011,Prince Albert,Nova Scotia,1881-02-01T00:00:00Z,1931-03-31T00:00:00Z,,
11012,Princeville,Nova Scotia,1874-11-01T00:00:00Z,1952-04-30T00:00:00Z,,
11013,McGrath Cove,Nova Scotia,1904-04-01T00:00:00Z,1968-01-31T00:00:00Z,,
11014,Naden,British Columbia,1949-10-04T00:00:00Z,,,
11015,Walpole,Saskatchewan,1907-06-10T00:00:00Z,1962-05-31T00:00:00Z,,
11016,Welby,Saskatchewan,1909-10-01T00:00:00Z,1970-01-16T00:00:00Z,,
11017,Westerham,Saskatchewan,1913-05-01T00:00:00Z,1945-03-31T00:00:00Z,,
11018,Plainfield,Ontario,1851-09-06T00:00:00Z,,,
11019,Roslin,Ontario,1851-07-06T00:00:00Z,,,
11020,Falher,Alberta,1913-06-15T00:00:00Z,,,
11021,Fairmont Hot Springs,British Columbia,1888-04-01T00:00:00Z,1909-10-01T00:00:00Z,,
11022,Beaton,British Columbia,1895-07-01T00:00:00Z,,,
11023,Marigold,British Columbia,1914-06-01T00:00:00Z,,,
11025,Clayoquot,British Columbia,1890-05-01T00:00:00Z,1964-07-17T00:00:00Z,,
11026,Clo-oose,British Columbia,1911-09-01T00:00:00Z,1966-08-15T00:00:00Z,,
11027,Granville,British Columbia,1874-04-01T00:00:00Z,,,
11028,Coalmont,British Columbia,1911-08-01T00:00:00Z,,,
11029,Whitebeech,Saskatchewan,1910-02-01T00:00:00Z,1969-07-31T00:00:00Z,,
11030,Milburn,Ontario,1878-03-01T00:00:00Z,,,
11031,Mild View,Ontario,1892-11-01T00:00:00Z,1913-11-30T00:00:00Z,,
11032,Millar,Ontario,1902-05-12T00:00:00Z,1930-09-13T00:00:00Z,,
11033,Millar Hill,Ontario,1912-05-01T00:00:00Z,1928-10-16T00:00:00Z,,
11034,Millars Corners,Ontario,1880-07-01T00:00:00Z,1913-09-24T00:00:00Z,,
11035,Millarton,Ontario,1881-07-01T00:00:00Z,1893-01-27T00:00:00Z,,
11036,Millbrook Station,Ontario,1903-12-31T00:00:00Z,1913-05-31T00:00:00Z,,
11037,Mill Creek,Ontario,1839-01-06T00:00:00Z,,,
11038,Millerand,Ontario,1910-10-01T00:00:00Z,1913-01-01T00:00:00Z,,
11039,Miller Lake,Ontario,1888-12-01T00:00:00Z,,,
11040,Mill Haven,Ontario,1852-02-06T00:00:00Z,1913-08-31T00:00:00Z,,
11041,North Branch,Ontario,1912-08-01T00:00:00Z,1968-06-28T00:00:00Z,,
11042,North Bruce,Ontario,1936-04-28T00:00:00Z,1968-12-30T00:00:00Z,,
11043,North Claremont,Ontario,1905-06-01T00:00:00Z,1914-06-30T00:00:00Z,,
11044,Northcote,Ontario,1876-12-01T00:00:00Z,1968-06-17T00:00:00Z,,
11045,North Douro,Ontario,1856-01-01T00:00:00Z,,,
11046,North East Bay,Ontario,1910-06-01T00:00:00Z,1911-01-31T00:00:00Z,,
11047,North Eldon,Ontario,1854-03-01T00:00:00Z,1864-03-31T00:00:00Z,,
11048,North Ekfrid,Ontario,1907-03-01T00:00:00Z,1914-02-01T00:00:00Z,,
11049,North Glanford,Ontario,1854-03-01T00:00:00Z,1911-04-24T00:00:00Z,,
11050,Northland Gateway,Ontario,1927-07-05T00:00:00Z,1931-07-01T00:00:00Z,,
11051,Northland Station,Ontario,1938-01-10T00:00:00Z,,,
11052,Northland Mines,Ontario,1927-08-08T00:00:00Z,1929-07-15T00:00:00Z,,
11053,North Lunenburg,Ontario,1903-05-01T00:00:00Z,1913-06-25T00:00:00Z,,
11054,Kilmartin,Ontario,1861-06-01T00:00:00Z,1911-08-01T00:00:00Z,,
11055,Kilmaurs,Ontario,1870-07-01T00:00:00Z,1914-01-15T00:00:00Z,,
11056,Kilroy,Ontario,1882-02-01T00:00:00Z,,,
11057,Kilworth Bridge,Ontario,1903-06-01T00:00:00Z,1913-10-01T00:00:00Z,,
11058,Kimball,Ontario,1878-12-01T00:00:00Z,1899-10-01T00:00:00Z,,
11059,Kimbo,Ontario,1892-07-01T00:00:00Z,1913-03-01T00:00:00Z,,
